city,state,zip,members,latitude,longitude
Charlotte,NC,28278,1,35.119012,-81.02213
Fayetteville,NC,28314,1,35.060087,-79.00848
Dudley,NC,28333,1,35.293245,-78.01897
Ellerbe,NC,28338,1,35.089476,-79.72904
Marietta,NC,28362,1,34.368246,-79.12124
Newton Grove,NC,28366,1,35.237142,-78.36593
Turkey,NC,28393,1,34.989801,-78.18555
Vass,NC,28394,1,35.218131,-79.24449
Wade,NC,28395,1,35.145952,-78.74102
Wagram,NC,28396,1,34.927483,-79.40099
Wilmington,NC,28405,1,34.254235,-77.87251
Hallsboro,NC,28442,1,34.323483,-78.59534
Holly Ridge,NC,28445,1,34.47722,-77.55978
Kelly,NC,28448,1,34.464635,-78.29701
Willard,NC,28478,1,34.671237,-78.06544
Albertson,NC,28508,1,35.11493,-77.82238
Deep Run,NC,28525,1,35.119845,-77.69208
Hubert,NC,28539,1,34.694262,-77.20701
Swansboro,NC,28584,1,34.69771,-77.10614
Trenton,NC,28585,1,35.056317,-77.43518
Vanceboro,NC,28586,1,35.302937,-77.15546
Collettsville,NC,28611,1,36.009373,-81.73139
Crumpler,NC,28617,1,36.488377,-81.39224
Deep Gap,NC,28618,1,36.197882,-81.52276
Elk Park,NC,28622,1,36.17893,-81.95958
Grassy Creek,NC,28631,1,36.557892,-81.42635
Lansing,NC,28643,1,36.532301,-81.53117
Olin,NC,28660,1,35.970599,-80.86439
Rutherford College,NC,28671,1,35.753767,-81.53545
Terrell,NC,28682,1,35.585074,-80.96141
Union Grove,NC,28689,1,36.03559,-80.91265
Wilkesboro,NC,28697,1,36.136991,-81.17462
Zionville,NC,28698,1,36.321009,-81.74404
Cherokee,NC,28719,1,35.50359,-83.29698
Hendersonville,NC,28739,1,35.290454,-82.50652
Hot Springs,NC,28743,1,35.834212,-82.86149
Swannanoa,NC,28778,1,35.60243,-82.40531
Topton,NC,28781,1,35.241747,-83.62998
Asheville,NC,28801,1,35.595661,-82.55632
Asheville,NC,28803,1,35.54179,-82.52307
Bethune,SC,29009,1,34.422793,-80.36129
Cayce,SC,29033,1,33.964753,-81.06618
Gilbert,SC,29054,1,33.947764,-81.3823
Irmo,SC,29063,1,34.120487,-81.19686
Lamar,SC,29069,1,34.183978,-80.07629
Lexington,SC,29072,1,33.991362,-81.25047
Lexington,SC,29073,1,33.917812,-81.21854
North,SC,29112,1,33.629017,-81.09763
Swansea,SC,29160,1,33.734171,-81.07563
Westville,SC,29175,1,34.443733,-80.60138
Winnsboro,SC,29180,1,34.369441,-81.08218
Columbia,SC,29212,1,34.075611,-81.17611
Columbia,SC,29223,1,34.084069,-80.93286
Spartanburg,SC,29303,1,34.980636,-81.95665
Buffalo,SC,29321,1,34.715641,-81.71187
Clinton,SC,29325,1,34.470115,-81.86761
Fairforest,SC,29336,1,34.888237,-81.96902
Jonesville,SC,29353,1,34.828217,-81.66903
Lyman,SC,29365,1,34.96589,-82.14541
Moore,SC,29369,1,34.865445,-82.02018
Pacolet,SC,29372,1,34.900682,-81.74846
Georgetown,SC,29440,1,33.38934,-79.32638
Florence,SC,29501,1,34.195705,-79.80977
Florence,SC,29502,1,34.200994,-79.784721
Florence,SC,29505,1,34.142119,-79.74311
Florence,SC,29506,1,34.201299,-79.71722
Andrews,SC,29510,1,33.45053,-79.59233
Bennettsville,SC,29512,1,34.657694,-79.69151
Clio,SC,29525,1,34.571839,-79.53847
Conway,SC,29527,1,33.801049,-79.1148
Green Sea,SC,29545,1,34.164187,-78.96696
Hamer,SC,29547,1,34.483711,-79.32815
Hartsville,SC,29550,1,34.386728,-80.08256
Kingstree,SC,29556,1,33.671678,-79.78693
Little River,SC,29566,1,33.873017,-78.64282
Murrells Inlet,SC,29576,1,33.568115,-79.03226
Scranton,SC,29591,1,33.927936,-79.76429
Sellers,SC,29592,1,34.283207,-79.47272
Greenville,SC,29607,1,34.825592,-82.34099
Greenville,SC,29615,1,34.866801,-82.31739
Donalds,SC,29638,1,34.370703,-82.33427
Pendleton,SC,29670,1,34.641851,-82.76668
Fort Mill,SC,29707,1,34.99,-80.86
Mount Croghan,SC,29727,1,34.712457,-80.26799
Ruby,SC,29741,1,34.721265,-80.19733
Aiken,SC,29803,1,33.486049,-81.70946
Barnwell,SC,29812,1,33.226172,-81.36031
North Augusta,SC,29860,1,33.59107,-81.96445
Varnville,SC,29944,1,32.822292,-81.05236
Alpharetta,GA,30005,1,34.080035,-84.21929
Lawrenceville,GA,30045,1,33.949054,-83.98565
Marietta,GA,30062,1,33.99605,-84.47464
Snellville,GA,30078,1,33.860955,-84.01807
Cedartown,GA,30125,1,34.010162,-85.25762
Kennesaw,GA,30144,1,34.038949,-84.59706
Rome,GA,30161,1,34.253343,-85.15312
Silver Creek,GA,30173,1,34.145931,-85.14342
Villa Rica,GA,30180,1,33.718079,-84.92356
Fayetteville,GA,30214,1,33.47875,-84.47668
Jenkinsburg,GA,30234,1,33.325951,-84.03346
Newnan,GA,30263,1,33.38779,-84.82536
Senoia,GA,30276,1,33.281102,-84.58017
Sunny Side,GA,30284,1,33.345253,-84.289814
Ellenwood,GA,30294,1,33.639658,-84.26822
Atlanta,GA,30360,1,33.934536,-84.27215
Alamo,GA,30411,1,32.146031,-82.792
Sardis,GA,30456,1,32.969028,-81.79396
Vidalia,GA,30474,1,32.220155,-82.41493
Murrayville,GA,30564,1,34.466226,-83.88442
Rabun Gap,GA,30568,1,34.952452,-83.4073
Monroe,GA,30656,1,33.857423,-83.71899
Union Point,GA,30669,1,33.652489,-83.08857
Calhoun,GA,30701,1,34.4966,-84.93798
Rocky Face,GA,30740,1,34.757918,-85.05879
Fort Oglethorpe,GA,30742,1,34.948979,-85.25212
Trenton,GA,30752,1,34.895625,-85.52702
Tunnel Hill,GA,30755,1,34.85973,-85.03867
Wildwood,GA,30757,1,34.954188,-85.43232
Lincolnton,GA,30817,1,33.765566,-82.43899
Abbeville,GA,31001,1,31.972626,-83.33082
Adrian,GA,31002,1,32.549854,-82.56948
Dexter,GA,31019,1,32.427633,-83.05632
Dublin,GA,31027,1,32.569122,-82.80959
Forsyth,GA,31029,1,33.0409,-83.92941
Gordon,GA,31031,1,32.891499,-83.32748
Haddock,GA,31033,1,33.053288,-83.43902
Hawkinsville,GA,31036,1,32.270314,-83.48517
Jeffersonville,GA,31044,1,32.630784,-83.37027
Lizella,GA,31052,1,32.788484,-83.80726
McIntyre,GA,31054,1,32.875574,-83.19785
Macon,GA,31206,1,32.79904,-83.67216
Eden,GA,31307,1,32.183211,-81.39979
Hinesville,GA,31313,1,31.828575,-81.61617
Ludowici,GA,31316,1,31.74991,-81.75813
Rincon,GA,31326,1,32.293147,-81.23006
Jacksonville,GA,31544,1,31.840974,-82.96137
Kingsland,GA,31548,1,30.793409,-81.68428
Nicholls,GA,31554,1,31.495983,-82.62928
Patterson,GA,31557,1,31.372403,-82.10743
Valdosta,GA,31602,1,30.866613,-83.30078
Du Pont,GA,31630,1,30.96373,-82.86455
Stockton,GA,31649,1,30.957421,-83.00524
Barwick,GA,31720,1,30.890906,-83.73816
Enigma,GA,31749,1,31.439212,-83.34041
Pine Mountain,GA,31822,1,32.867211,-84.88437
Columbus,GA,31904,1,32.513391,-84.97753
Callahan,FL,32011,1,30.567684,-81.84051
Elkton,FL,32033,1,29.787831,-81.44668
Jasper,FL,32052,1,30.491893,-82.94876
Lawtey,FL,32058,1,30.061174,-82.0943
St. Augustine,FL,32080,1,29.838279,-81.275174
Sanderson,FL,32087,1,30.390734,-82.26039
Yulee,FL,32097,1,30.63928,-81.59442
Daytona Beach,FL,32114,1,29.204009,-81.03602
Daytona Beach,FL,32118,1,29.210309,-81.00259
Daytona Beach,FL,32124,1,29.105506,-81.08642
Port Orange,FL,32129,1,29.022729,-81.172169
Fort McCoy,FL,32134,1,29.401523,-81.83636
Georgetown,FL,32139,1,29.385225,-81.61052
Ocklawaha,FL,32179,1,29.071931,-81.89073
Orange Springs,FL,32182,1,29.493034,-81.96523
Seville,FL,32190,1,29.332109,-81.50008
Welaka,FL,32193,1,29.476035,-81.66331
Jacksonville,FL,32223,1,30.159091,-81.63073
Wakulla Springs,FL,32305,1,30.130775,-84.406629
Hosford,FL,32334,1,30.381958,-84.77767
Perry,FL,32348,1,29.966454,-83.659371
Pensacola,FL,32505,1,30.441994,-87.25472
Pensacola,FL,32506,1,30.408807,-87.31919
Harold,FL,32563,1,30.659159,-87.04972
Niceville,FL,32578,1,30.500901,-86.45335
Gainesville,FL,32608,1,29.611545,-82.3941
Anthony,FL,32617,1,29.315961,-82.10092
Chiefland,FL,32644,1,29.460221,-82.855334
Altoona,FL,32702,1,29.046215,-81.64043
Christmas,FL,32709,1,28.513011,-80.99418
Longwood,FL,32753,1,,
Oak Hill,FL,32759,1,28.868986,-80.85374
Orlando,FL,32801,1,28.541879,-81.37446
Orlando,FL,32806,1,28.51483,-81.36054
Orlando,FL,32811,1,28.52493,-81.43994
Orlando,FL,32837,1,28.385906,-81.41182
Orlando,FL,32839,1,28.489758,-81.40625
Melbourne,FL,32902,1,28.306726,-80.686159
Indialantic,FL,32903,1,28.103191,-80.57414
Melbourne,FL,32904,1,28.073891,-80.67167
Rockledge,FL,32955,1,28.308581,-80.72558
Vero Beach,FL,32961,1,27.617473,-80.423083
Hallandale,FL,33009,1,25.987069,-80.15004
Hialeah,FL,33018,1,25.895557,-80.35509
Hollywood,FL,33019,1,26.018967,-80.12231
Homestead,FL,33030,1,25.479438,-80.48687
Homestead,FL,33034,1,25.431506,-80.51382
Opa Locka,FL,33055,1,25.94422,-80.2773
Pompano Beach,FL,33062,1,26.236792,-80.09594
Miami,FL,33125,1,25.782176,-80.23607
Miami,FL,33130,1,25.768277,-80.20339
Miami,FL,33136,1,25.786326,-80.2029
Miami,FL,33138,1,25.853184,-80.18622
Miami,FL,33144,1,25.76226,-80.30839
Miami,FL,33147,1,25.850124,-80.23773
Miami,FL,33156,1,25.66558,-80.30688
Miami,FL,33162,1,25.929571,-80.17839
Miami,FL,33165,1,25.734828,-80.3583
Miami,FL,33167,1,25.885739,-80.23264
Miami,FL,33182,1,25.781127,-80.40467
Miami,FL,33185,1,25.723173,-80.43995
Miami,FL,33187,1,25.596234,-80.4765
Miami,FL,33189,1,25.574834,-80.3467
Miami,FL,33190,1,25.56071,-80.3494
Miami,FL,33193,1,25.70028,-80.44721
Fort Lauderdale,FL,33304,1,26.137693,-80.12646
Fort Lauderdale,FL,33318,1,26.11842,-80.251988
West Palm Beach,FL,33401,1,26.711192,-80.06043
West Palm Beach,FL,33405,1,26.669744,-80.0585
West Palm Beach,FL,33414,1,26.65671,-80.25377
Boynton Beach,FL,33436,1,26.530144,-80.10461
Brandon,FL,33511,1,27.911201,-82.2948
Zephyrhills,FL,33542,1,28.238489,-82.181913
Wesley Chapel,FL,33545,1,28.28,-82.29
Land O' Lakes,FL,33559,1,28.156536,-82.415275
Apollo Beach,FL,33572,1,27.771988,-82.41078
Wimauma,FL,33598,1,27.693924,-82.32758
Tampa,FL,33605,1,27.963849,-82.43193
Tampa,FL,33606,1,27.936799,-82.46911
Tampa,FL,33607,1,27.963798,-82.49537
Tampa,FL,33616,1,27.869251,-82.52226
Tampa,FL,33618,1,28.071502,-82.49392
Tampa,FL,33625,1,28.069755,-82.55734
Tampa,FL,33626,1,28.052799,-82.61135
Saint Petersburg,FL,33703,1,27.816977,-82.62795
Saint Petersburg,FL,33710,1,27.788637,-82.72244
Saint Petersburg,FL,33712,1,27.745355,-82.66572
Clearwater,FL,33755,1,27.979114,-82.78166
Clearwater,FL,33759,1,27.980297,-82.71645
Largo,FL,33771,1,27.906088,-82.7553
Seminole,FL,33772,1,27.843349,-82.79307
Lakeland,FL,33802,1,28.020992,-81.985185
Lakeland,FL,33803,1,28.015032,-81.95206
Lakeland,FL,33804,1,28.002553,-81.61864
Lakeland,FL,33812,1,,
Lakeland,FL,33815,1,28.042948,-81.9849
Eagle Lake,FL,33839,1,27.98038,-81.75531
Fort Meade,FL,33841,1,27.7437,-81.79405
Highland City,FL,33846,1,27.964651,-81.867153
Mulberry,FL,33860,1,27.884256,-81.97697
Sebring,FL,33870,1,27.483817,-81.42131
Loughman,FL,33896,1,28.252198,-81.607612
North Fort Myers,FL,33903,1,26.698526,-81.9178
Cape Coral,FL,33904,1,26.582185,-81.95528
Naples,FL,34109,1,26.240637,-81.76663
Naples,FL,34120,1,26.275676,-81.59586
Bradenton,FL,34205,1,27.485617,-82.58294
Palmetto,FL,34221,1,27.549314,-82.55981
Sarasota,FL,34239,1,27.310924,-82.5213
Nocatee,FL,34269,1,,
Crystal River,FL,34429,1,28.872108,-82.5961
Dunnellon,FL,34432,1,29.060092,-82.35195
Homosassa,FL,34448,1,28.797979,-82.5912
Ocala,FL,34474,1,29.166186,-82.17027
Ocala,FL,34475,1,29.212886,-82.15378
Silver Springs,FL,34488,1,29.198564,-81.92095
Brooksville,FL,34601,1,28.566183,-82.38002
Spring Hill,FL,34604,1,28.478994,-82.453508
Spring Hill,FL,34606,1,28.470236,-82.59741
Brooksville,FL,34613,1,28.555346,-82.53601
New Port Richey,FL,34653,1,28.248558,-82.69869
New Port Richey,FL,34654,1,28.295714,-82.61782
Hudson,FL,34669,1,28.348507,-82.61937
Holiday,FL,34691,1,28.19006,-82.75735
Clermont,FL,34714,1,28.4,-81.78
Clermont,FL,34715,1,,
Gotha,FL,34734,1,28.543429,-81.52479
Leesburg,FL,34748,1,28.797245,-81.88466
Fort Pierce,FL,34945,1,27.431607,-80.4915
Fort Pierce,FL,34947,1,27.448688,-80.36247
Indiantown,FL,34956,1,27.049788,-80.48057
Port Saint Lucie,FL,34987,1,27.273586,-80.46447
Palm City,FL,34990,1,27.163485,-80.31267
Adger,AL,35006,1,33.451714,-87.23957
Arab,AL,35016,1,34.323715,-86.49278
Baileyton,AL,35019,1,34.29254,-86.63505
Childersburg,AL,35044,1,33.268471,-86.35582
Fairfield,AL,35064,1,33.476908,-86.91684
Leeds,AL,35094,1,33.530698,-86.55506
Logan,AL,35098,1,34.120006,-87.05075
Ragland,AL,35131,1,33.721107,-86.17492
Vincent,AL,35178,1,33.414831,-86.3925
Birmingham,AL,35205,1,33.497055,-86.8057
Birmingham,AL,35208,1,33.494545,-86.88115
Birmingham,AL,35211,1,33.479306,-86.85878
Birmingham,AL,35214,1,33.558772,-86.89199
Birmingham,AL,35235,1,33.609779,-86.65507
Tuscaloosa,AL,35404,1,33.217168,-87.49461
Jasper,AL,35502,1,33.901993,-87.293888
Guin,AL,35563,1,33.972007,-87.90302
Nauvoo,AL,35578,1,33.97173,-87.45746
Winfield,AL,35594,1,33.925454,-87.78949
Decatur,AL,35601,1,34.595332,-86.98786
Florence,AL,35633,1,34.898897,-87.77379
Russellville,AL,35654,1,34.516472,-87.65265
New Market,AL,35761,1,34.902137,-86.44272
Stevenson,AL,35772,1,34.877531,-85.84528
Toney,AL,35773,1,34.90267,-86.71367
Huntsville,AL,35801,1,34.72879,-86.57316
Huntsville,AL,35803,1,34.603017,-86.54293
Huntsville,AL,35805,1,34.711291,-86.61691
Huntsville,AL,35810,1,34.77624,-86.61339
Huntsville,AL,35811,1,34.78108,-86.53163
Attalla,AL,35954,1,34.043263,-86.08904
Steele,AL,35987,1,33.9117,-86.24408
Eclectic,AL,36024,1,32.697561,-86.016
Eufaula,AL,36027,1,31.876168,-85.17362
Georgiana,AL,36033,1,31.655458,-86.76737
Mount Meigs,AL,36057,1,32.233377,-86.208528
Prattville,AL,36067,1,32.488113,-86.52962
Ramer,AL,36069,1,32.07955,-86.14911
Wetumpka,AL,36093,1,32.505741,-86.15644
Montgomery,AL,36104,1,32.377509,-86.31068
Anniston,AL,36206,1,33.719701,-85.83166
Wedowee,AL,36278,1,33.338853,-85.509
Dothan,AL,36303,1,31.249042,-85.40605
Ashford,AL,36312,1,31.178688,-85.2429
Newville,AL,36353,1,31.453069,-85.36241
Webb,AL,36376,1,31.243717,-85.27681
Evergreen,AL,36401,1,31.461019,-86.96271
Castleberry,AL,36432,1,31.291038,-87.03109
Franklin,AL,36444,1,31.63857,-87.46772
Kinston,AL,36453,1,31.203287,-86.15169
Repton,AL,36475,1,31.410205,-87.22474
Fairhope,AL,36532,1,30.512458,-87.88559
Orange Beach,AL,36561,1,30.291503,-87.56198
Summerdale,AL,36580,1,30.485351,-87.71292
Wilmer,AL,36587,1,30.828988,-88.35079
Mobile,AL,36604,1,30.68164,-88.06676
Mobile,AL,36606,1,30.674057,-88.10249
Mobile,AL,36609,1,30.662735,-88.16255
Mobile,AL,36618,1,30.728488,-88.16845
Camden,AL,36726,1,32.008444,-87.25911
Gallion,AL,36742,1,32.454007,-87.75003
Greensboro,AL,36744,1,32.703529,-87.60177
Uniontown,AL,36786,1,32.440868,-87.49657
Opelika,AL,36801,1,32.660497,-85.39917
Phenix City,AL,36869,1,32.433065,-85.04512
Cuba,AL,36907,1,32.403275,-88.36252
Bon Aqua,TN,37025,1,35.943598,-87.28991
Cottontown,TN,37048,1,36.491753,-86.59963
Kingston Springs,TN,37082,1,36.084917,-87.1106
Murfreesboro,TN,37130,1,35.860152,-86.3648
Pleasant Shade,TN,37145,1,36.377253,-85.90866
Springfield,TN,37172,1,36.513979,-86.86892
Woodbury,TN,37190,1,35.813335,-86.05538
Nashville,TN,37210,1,36.140857,-86.74437
Cleveland,TN,37311,1,35.146362,-84.88723
Harrison,TN,37341,1,35.19154,-85.09827
Chattanooga,TN,37408,1,35.030907,-85.31004
Chattanooga,TN,37415,1,35.116285,-85.28466
Johnson City,TN,37601,1,36.331006,-82.3386
Kingsport,TN,37664,1,36.522968,-82.51162
Kingsport,TN,37665,1,36.583233,-82.57249
Bulls Gap,TN,37711,1,36.274715,-83.05737
Clinton,TN,37716,1,36.099283,-84.14656
Lenoir City,TN,37771,1,35.815524,-84.29301
Maryville,TN,37801,1,35.709071,-84.05015
Maryville,TN,37803,1,35.693358,-83.98412
New Tazewell,TN,37825,1,36.417235,-83.65241
Oak Ridge,TN,37830,1,35.992691,-84.27044
Sevierville,TN,37862,1,35.818653,-83.59197
Thorn Hill,TN,37881,1,36.407028,-83.34113
Knoxville,TN,37909,1,35.947846,-84.01554
Knoxville,TN,37918,1,36.046598,-83.92511
Knoxville,TN,37934,1,35.84537592,-84.1895628
Memphis,TN,38114,1,35.101525,-89.98543
Memphis,TN,38122,1,35.155589,-89.92315
Memphis,TN,38127,1,35.223796,-90.00646
Obion,TN,38240,1,36.253678,-89.25364
Paris,TN,38242,1,36.300311,-88.32891
Sharon,TN,38255,1,36.236377,-88.83586
Jackson,TN,38301,1,35.60758,-88.81959
Camden,TN,38320,1,36.050286,-88.10137
Humboldt,TN,38343,1,35.825299,-88.90218
Luray,TN,38352,1,35.52953,-88.53275
Michie,TN,38357,1,35.051008,-88.42611
Lutts,TN,38471,1,35.083644,-87.91309
Cookeville,TN,38501,1,36.1832,-85.52054
Celina,TN,38551,1,36.547412,-85.48904
Chestnut Mound,TN,38552,1,36.214724,-85.79907
Rickman,TN,38580,1,36.270655,-85.32525
Falkner,MS,38629,1,34.879287,-88.99516
Olive Branch,MS,38654,1,34.954106,-89.83743
Sunflower,MS,38778,1,33.555234,-90.51367
Greenwood,MS,38930,1,33.528734,-90.17663
Carthage,MS,39051,1,32.785139,-89.50644
Flora,MS,39071,1,32.560845,-90.31338
Kosciusko,MS,39090,1,33.038079,-89.56318
Buckatunna,MS,39322,1,31.574589,-88.53326
Hickory,MS,39332,1,32.314553,-89.01461
Beaumont,MS,39423,1,31.176725,-88.91223
Columbia,MS,39429,1,31.255242,-89.79264
Lumberton,MS,39455,1,31.035015,-89.49561
Richton,MS,39476,1,31.355717,-88.85881
Seminary,MS,39479,1,31.543388,-89.4648
Summit,MS,39666,1,31.292262,-90.45228
Tylertown,MS,39667,1,31.131018,-90.12856
Hamilton,MS,39746,1,33.743856,-88.42703
Arlington,GA,39813,1,31.41,-84.69
Attapulgus,GA,39815,1,30.74,-84.47
Cairo,GA,39828,1,30.87,-84.2
Whigham,GA,39897,1,30.9,-84.32
Bardstown,KY,40004,1,37.81109,-85.46164
New Haven,KY,40051,1,37.656291,-85.58099
Taylorsville,KY,40071,1,38.045406,-85.36427
Willisburg,KY,40078,1,37.840066,-85.12572
Vine Grove,KY,40175,1,37.826822,-86.00692
Louisville,KY,40207,1,38.257489,-85.65134
Louisville,KY,40210,1,38.23067,-85.78665
Louisville,KY,40228,1,38.137586,-85.62741
Louisville,KY,40258,1,38.141719,-85.86375
Lawrenceburg,KY,40342,1,38.012479,-84.94075
Nicholasville,KY,40356,1,37.883886,-84.571
Lancaster,KY,40444,1,37.667083,-84.59496
Perryville,KY,40468,1,37.65487,-84.98037
Tyner,KY,40486,1,37.369321,-83.85889
Lexington,KY,40504,1,38.039322,-84.54259
East Bernstadt,KY,40729,1,37.231717,-84.13026
Totz,KY,40870,1,36.930024,-83.15467
Cannon,KY,40923,1,36.920165,-83.85699
Heidrick,KY,40949,1,36.897618,-83.87252
Hinkle,KY,40953,1,36.943114,-83.81984
Middlesboro,KY,40965,1,36.617181,-83.72186
Walker,KY,40997,1,36.888893,-83.66257
Augusta,KY,41002,1,38.76189,-83.99683
Latonia,KY,41015,1,39.013062,-84.49419
Melbourne,KY,41059,1,39.022732,-84.36575
Newport,KY,41076,1,39.019185,-84.44204
Argillite,KY,41121,1,38.456608,-82.82615
Denton,KY,41132,1,38.251159,-82.83496
South Portsmouth,KY,41174,1,38.71293,-83.02353
Lovely,KY,41231,1,37.810757,-82.39411
Oil Springs,KY,41238,1,37.841448,-82.94106
Staffordsville,KY,41256,1,37.832617,-82.86299
Stambaugh,KY,41257,1,37.940709,-82.81233
Tomahawk,KY,41262,1,37.855873,-82.62091
Tutor Key,KY,41263,1,37.8583,-82.7598
Clayhole,KY,41317,1,37.461944,-83.18256
Belcher,KY,41513,1,37.357536,-82.3631
Elkhorn City,KY,41522,1,37.300397,-82.39516
Freeburn,KY,41528,1,37.561944,-82.13471
Hardy,KY,41531,1,37.599893,-82.23349
McAndrews,KY,41543,1,37.553553,-82.28283
Phyllis,KY,41554,1,37.445906,-82.32708
Sidney,KY,41564,1,37.610331,-82.36125
Dana,KY,41615,1,37.550496,-82.6933
Gunlock,KY,41632,1,37.555846,-82.94995
Hi Hat,KY,41636,1,37.398774,-82.73257
Ivel,KY,41642,1,37.587011,-82.66028
McDowell,KY,41647,1,37.449076,-82.7264
Martin,KY,41649,1,37.568873,-82.75937
Teaberry,KY,41660,1,37.428801,-82.64374
Tram,KY,41663,1,37.568942,-82.64774
Weeksbury,KY,41667,1,37.322234,-82.69699
Hazard,KY,41702,1,37.320076,-83.206495
Buckhorn,KY,41721,1,37.325318,-83.49048
Jeff,KY,41751,1,37.207333,-83.13361
Krypton,KY,41754,1,37.31629,-83.33267
Slemp,KY,41763,1,37.04877,-83.13904
Vest,KY,41772,1,37.393894,-83.02313
Viper,KY,41774,1,37.158397,-83.13673
Gordon,KY,41819,1,36.98586,-83.06497
Jeremiah,KY,41826,1,37.164562,-82.93047
Redfox,KY,41847,1,37.21583,-82.95449
Thornton,KY,41855,1,37.156856,-82.76167
Whitesburg,KY,41858,1,37.130559,-82.83185
Topmost,KY,41862,1,37.357624,-82.79564
Paducah,KY,42001,1,37.066543,-88.65687
Hickman,KY,42050,1,36.558598,-89.19789
Murray,KY,42071,1,36.617443,-88.28746
Smiths Grove,KY,42171,1,37.046968,-86.17181
Calhoun,KY,42327,1,37.575772,-87.29499
Hartford,KY,42347,1,37.471839,-86.9063
Earlington,KY,42410,1,37.275896,-87.51498
Fredonia,KY,42411,1,37.216778,-88.01438
White Plains,KY,42464,1,37.168568,-87.37879
Somerset,KY,42501,1,37.075624,-84.54437
Ferguson,KY,42533,1,37.067452,-84.60301
Liberty,KY,42539,1,37.305705,-84.94589
Middleburg,KY,42541,1,37.3677,-84.80732
Pine Knot,KY,42635,1,36.663153,-84.41611
Stearns,KY,42647,1,36.710692,-84.55416
Whitley City,KY,42653,1,36.772507,-84.47785
Big Clifty,KY,42712,1,37.581023,-86.15642
Burkesville,KY,42717,1,36.765985,-85.39971
Caneyville,KY,42721,1,37.413211,-86.49884
Clarkson,KY,42726,1,37.429456,-86.16448
Glens Fork,KY,42741,1,36.98182,-85.22988
Greensburg,KY,42743,1,37.234802,-85.51436
Magnolia,KY,42757,1,37.415382,-85.71597
Blacklick,OH,43004,1,39.998073,-82.8052
Centerburg,OH,43011,1,40.304121,-82.68029
Hilliard,OH,43026,1,40.021665,-83.14762
Johnstown,OH,43031,1,40.151979,-82.66944
Martinsburg,OH,43037,1,40.27453,-82.34436
Reynoldsburg,OH,43068,1,39.956384,-82.7961
Amanda,OH,43102,1,39.651028,-82.76098
Carbon Hill,OH,43111,1,39.501342,-82.24434
New Holland,OH,43145,1,39.555409,-83.26409
Pleasantville,OH,43148,1,39.816577,-82.50791
Columbus,OH,43206,1,39.944564,-82.98085
Columbus,OH,43211,1,40.012714,-82.97127
Columbus,OH,43219,1,40.002514,-82.92589
Columbus,OH,43224,1,40.039914,-82.96772
Caledonia,OH,43314,1,40.642604,-82.96158
Cardington,OH,43315,1,40.490756,-82.87312
Helena,OH,43435,1,41.333956,-83.30333
Defiance,OH,43512,1,41.29037,-84.36539
Toledo,OH,43613,1,41.703899,-83.605
Toledo,OH,43614,1,41.60135,-83.62611
Blue Rock,OH,43720,1,39.806956,-81.88179
New Concord,OH,43762,1,40.018953,-81.73657
Sarahsville,OH,43779,1,39.803205,-81.43368
Senecaville,OH,43780,1,39.930047,-81.44256
White Cottage,OH,43791,1,39.855474,-82.11492
Conesville,OH,43811,1,40.180136,-81.90422
Plainfield,OH,43836,1,40.200382,-81.720675
Adena,OH,43901,1,40.223285,-80.87017
Bergholz,OH,43908,1,40.518045,-80.88733
Toronto,OH,43964,1,40.465183,-80.62364
Flushing,OH,43977,1,40.147388,-81.11291
Columbia Station,OH,44028,1,41.316001,-81.93433
Elyria,OH,44035,1,41.369846,-82.10874
Kipton,OH,44049,1,41.267051,-82.3047
Lorain,OH,44052,1,41.459218,-82.1691
Painesville,OH,44077,1,41.716094,-81.2396
Twinsburg,OH,44087,1,41.314655,-81.44441
Wellington,OH,44090,1,41.147116,-82.24031
Euclid,OH,44123,1,41.602498,-81.52357
Cleveland,OH,44129,1,41.397701,-81.73575
Cleveland,OH,44130,1,41.378051,-81.77945
Atwater,OH,44201,1,41.020057,-81.20037
Clinton,OH,44216,1,40.936655,-81.5981
Streetsboro,OH,44241,1,41.249405,-81.34404
Tallmadge,OH,44278,1,41.093156,-81.42692
Akron,OH,44320,1,41.083155,-81.57022
Canfield,OH,44406,1,41.029666,-80.76396
Cortland,OH,44410,1,41.333312,-80.7264
Girard,OH,44420,1,41.160758,-80.693
Leavittsburg,OH,44430,1,41.24168,-80.88588
Leetonia,OH,44431,1,40.864494,-80.75848
Struthers,OH,44471,1,41.051255,-80.59512
Youngstown,OH,44505,1,41.122524,-80.62043
Youngstown,OH,44514,1,41.016159,-80.61549
Beach City,OH,44608,1,40.65151,-81.58475
Lakeville,OH,44638,1,40.657511,-82.13584
Leesville,OH,44639,1,40.547688,-81.243498
Navarre,OH,44662,1,40.722891,-81.54071
North Lawrence,OH,44666,1,40.840256,-81.62724
Orrville,OH,44667,1,40.835059,-81.77006
Canton,OH,44705,1,40.821858,-81.34253
Bellevue,OH,44811,1,41.257163,-82.84296
Bellville,OH,44813,1,40.606221,-82.52073
Bloomville,OH,44818,1,41.00811,-82.99772
Nevada,OH,44849,1,40.815261,-83.13144
Tiffin,OH,44883,1,41.12071,-83.17658
Mansfield,OH,44907,1,40.733243,-82.51975
Harrison,OH,45030,1,39.257936,-84.77001
Maineville,OH,45039,1,39.317735,-84.24728
Mason,OH,45040,1,39.344258,-84.3152
